reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
c4d662df-bd90-49cd-b4b1-aea87d5f5415,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"laporan masih disposisi kan aja ga ada gebrakan nya udh 3 hari buat laporan jembatan amblas mau roboh tapi ga ada tindakan sama sekali masih disposisi kan aja, tolong dong kalo ada laporan dari warga tuh langsung gercep jangan bertele'/sepelein laporan waega, kordinasi 2 hari it's Oke lah, ini mah dah 3 hari tpi ga ada gebrakan sama sekali 🙄😵‍💫",1,1,4.0.22,2026-06-30 19:18:19,"Hai, Kak Pasha. Mohon maaf atas ketidaknyamanannya. Perlu kami informasikan bahwa waktu penanganan laporan menyesuaikan tingkat kompleksitas permasalahan. Jika masih terkendala, silakan kirimkan detail laporan beserta titik lokasi ke dki@jakarta.go.id. Terima kasih telah menggunakan JAKI :) #FF
",2026-07-02 10:50:05,4.0.22
6c119435-1654-4bd2-b547-bf3d6645646b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya ngelag, padahal sinyal saya full dan bagus. mohon ditingkatkan lagi ya",1,3,4.0.21,2026-06-02 06:14:24,"Halo Kak Anggery Sudrajat, mohon maaf atas kendala yang kakak alami, mohon dipastikan sudah update ke versi JAKI yang terbaru. Jika masih mengalami kendala, silahkan menyebutkan kesulitan yang dihadapi melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #FAN",2026-06-02 15:16:27,4.0.21
9c600c58-e83a-41d3-8ebc-a1ed067e41dd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sangat buruk dan kecewa sekali sama Admin yang menerima laporan, terutama ADMIN LAPORAN VIDEO, laporanku tentang pelanggaran yang divideokan ditolak terus dengan alasan KATA KASAR (GX jelas, padahal GX ada kata kasar) berkali-kali ditolak, adminnya GX becus",2,3,4.0.20,2026-05-21 21:14:33,"Halo Kak, untuk kendala yang kakak alami, kami membutuhkan informasi tambahan agar dapat dilakukan pengecekan oleh petugas. Kakak dapat menyebutkan kronologis mengenai kendala yang dialami melalui email ke dki@jakarta.go.id. Terima kasih telah menggunakan JAKI, mohon maaf atas ketidaknyamanannya :) #IP

",2026-05-24 23:49:15,4.0.20
758d1773-d19c-4a02-a43d-7ad5e04c99ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"susah bikin username, aturannya njlimet. jadi gak bisa2 registrasi username, pdhl udah coba berkali-kali. harusnya ada contohnya.",1,9,4.0.19,2026-03-17 18:43:21,Hai Kak Nanang Nashrullah. Terima kasih ya kritik dan sarannya. Jadi evaluasi buat kami untuk pengembangan JAKI kedepannya :) #FF,2026-03-26 12:12:54,4.0.19
f89cb175-ef52-4417-b229-35fe1a6c2073,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"fiturnya sangat sangat bermanfaat dan membantu, tapi kenapa ya fitur karier gabisa dibuka padahal saya udah keluar masuk aplikasi berkali kali,mohon di benarkan ya developer",5,7,4.0.19,2026-03-10 13:31:07,"Hai Kak, kami selalu berusaha menjadikan JAKI lebih baik bagi pengguna kami. Terima kasih atas sarannya, hal ini sangat berarti bagi kami. Jika kakak masih mengalami kendala, silahkan menyebutkan kesulitan yang dihadapi melalui email kami di dki@jakarta.go.id. Jangan lupa untuk selalu gunakan aplikasi JAKI dalam keseharian kakak ya :) #NAB",2026-03-12 09:35:01,4.0.19
10663014-e186-42c1-9219-0ad3fbc1b765,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ngelag ngelag, servernya ngga kuat nih, masa setiap di buka bbrp menit kemudian ""koneksi server terputus terus"" wkwkwk, padahal internet saya buat nonton Yt resolusi 720 lancar jaya wkwkwk",3,4,4.0.19,2026-04-17 06:05:46,"Hi Kak Ikhwan Hartono, mohon maaf atas ketidaknyamanannya, saat ini sedang dilakukan peningkatan layanan di Aplikasi JAKI untuk meningkatkan pengalaman para pengguna, mohon dapat mengecek secara berkala, Terima kasih telah menggunakan JAKI :) #FAN",2026-04-16 14:22:16,4.0.19
576fe4ef-eeae-4a0e-b4ec-bc0e686b1eb5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pantesan di Rating Rendah/Buruk setiap Laporan penanganannya Lambat sekali, beda dengan pendahulunya app Qlue. Apa cara kerja bawahan Cerminan dari Boss nya? , hanya bertanya",1,1,4.0.22,2026-06-09 14:32:13,"Halo Kak Sugianto Ato, mohon maaf atas ketidaknyamanannya. Jika belum puas terhadap tindaklanjut petugas di lapangan, kakak dapat melapor kembali dengan melampirkan nomor laporan sebelumnya, dan kakak juga bisa melaporkan permasalahan tersebut melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #FAN",2026-06-10 09:30:54,4.0.22
94ec99f7-cfec-4929-94c8-eda5cd6deb61,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lemahnya jaringan server kalian membuat pengguna jadi lemot loading gagal. tingkatkan jaringan server kalian jangan salahkan internet user yg tidak stabil bla bla..,1,5,4.0.18,2026-02-25 10:43:59,"Hai Kak Seiya, kami selalu berusaha menjadikan JAKI lebih baik bagi pengguna kami. Terima kasih atas sarannya, hal ini sangat berarti bagi kami. Jika kakak masih mengalami kendala, silahkan menyebutkan kesulitan yang dihadapi melalui email kami di dki@jakarta.go.id. Jangan lupa untuk selalu gunakan aplikasi JAKI dalam keseharian kakak ya :) #FAN",2026-02-26 09:21:27,4.0.18
d73ddaed-d0c9-4456-92a8-ac063a70cb33,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya mau report soal tenaga kerja, perusahaan perusahaan nakal, kalau saya berhasil lewat pengaduan aplikasi ini saya naikan 3 bintang lagi",2,0,4.0.23,2026-07-24 19:48:38,Hai Kak AADR. Terima kasih ya kritik dan sarannya. Jadi evaluasi buat kami untuk pengembangan JAKI kedepannya :) #FNP,2026-07-27 14:59:35,4.0.23
887fbdd0-534f-41d4-8079-e48e86761b0f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong dong di perbaiki lagi masa harus login login terus udh kalo udh harus login lagi lama ngelek,4,1,4.0.19,2026-05-01 06:47:34,"Hi Kak Ajis Priyansah, mohon maaf atas ketidaknyamanannya, saat ini sedang dilakukan peningkatan layanan di Aplikasi JAKI untuk meningkatkan pengalaman para pengguna, mohon dapat mengecek secara berkala, Terima kasih telah menggunakan JAKI :) #FF",2026-05-04 11:28:25,4.0.19
5097d080-09c4-4ae7-8f5d-79bed0d73d58,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Min, tolongin sya, masa tadi pagi gw bisa masuk buat daftar vaksin 2, udah ngikutin langkah""nya sesuai perintah, tapi tiba"" balik ke menu login trus ngga bisa login lagi, dicoba lagi malah nama tdk sesuai NiK sampe bosen nyoba, gimana solusinya.. Bales min.",3,17,1.2.23,2021-08-03 12:52:42,,,1.2.23
fe705b0d-baaf-4949-8c81-2af658d27933,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Untuk persoalan sepele memang statusnya cepat ditindak dan mungkin sudah tepat. Tapi untuk masalah yg terkait rambu2 jalan yg tidak ada/tidak informatif diselesaikan HANYA DENGAN SCREENSHOOT GOOGLE MAP dan keterangan tambahan rambu sudah sesuai. Ini JAUH BERBEDA DARI POKOK PERMASALAHAN. Mungkin banyak lagi masalah yg gak sesuai tapi sekedar di'selesaikan' sehingga laporan yg dibuat diaplikasi ini seperti tidak berguna,1,36,1.2.23,2021-08-24 13:36:35,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #BF",2021-08-25 09:41:20,1.2.23
3915f8ff-5716-480d-aeec-387da2b5875f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pengalaman yang Mengecewakan. Saya sangat berharap aplikasi Jaki bisa menjadi solusi praktis untuk pelaporan pengaduan, tapi sayangnya pengalaman saya justru sebaliknya. Aplikasinya lambat, sering ngelag, dan kerap kali error bahkan saat jaringan saya stabil. Fitur utama seperti memposting laporan pengaduan tidak berfungsi dengan baik—laporan gagal terkirim tanpa penjelasan yang jelas. Selain itu, aksesnya sangat terbatas. Saya tidak bisa mengunggah foto dari galeri, padahal dokumentasi visual",1,0,,2025-09-14 15:03:09,"Hi Kak Immanuel, mohon maaf atas kendalanya. Kakak bisa pastikan jaringan internet kakak dalam keadaaan stabil, ya! Jika masih terdapat kendala, kakak dapat menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #KF",2025-09-15 11:01:43,
9a58c6bf-d7a9-421e-b312-c0083147c1f1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Menurut saya bagus udah bisa bikin aplikasi bgni, tapi knp antara aplikasi dan kenyataan ngga sinkron?? Udah daftar vaksin, nentuin jam, tanggal dan lokasi,. Tapi sampai lokasi ditolak krna kuota sudah habis, fungsinya saya daftar di jaki apaan?? Sia² jadinya, buang² tenaga pikiran dan waktu aja. Kalau memang belum bisa sejalan, tolong dibenahi lagi dulu, jangan langsung membuat aplikasi yg harusnya mempermudah malah menjadi mengecewakan banyak orang.",1,69,1.2.22,2021-07-31 16:37:11,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #AI",2021-08-02 10:15:02,1.2.22
fd2f1072-a5f9-473d-af5e-829f1caa1161,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini daftar masuk buat akun gak ada verifikasi masuk sama sekali ke email, terus disarankan daftar lagi dari awal malah gak bisa pake data yg sebelumnya katanya udh terdaftar. Coba masuk pake akun yg katanya udh terdaftar, malah gak bisa masuk!! Laaah ini jadi gimana yg bner???? Hadeeeh sumpah ya, buruuuk banget apk nya.. 🙄🙄",1,3,,2025-08-27 07:06:59,"Halo Kak, untuk kendala yang kakak alami, kami membutuhkan informasi tambahan agar dapat dilakukan pengecekan oleh petugas. Kakak dapat menyebutkan kronologis masalah mengenai kendala yang dialami melalui email ke dki@jakarta.go.id. Terima kasih telah menggunakan JAKI, mohon maaf atas ketidaknyamanannya :) #IP",2025-08-27 10:17:58,
b00085fa-40fc-4493-b335-55f83c1ce782,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Halo. Saya ingin membuat surat balik nama PBB, dengan syarat salah satu ya minta tanda tangan ke rt/rw. Tapi saya ada kendala, kata ya kalo mau tanda tangan harus kasih sumbangan dulu krn gedung rt/rw ya tahun lalu kebakaran. Berupa uang atau bahan bangunan. Apa itu wajib?",3,0,4.0.20,2026-05-20 14:24:39,,,4.0.20
775dd5b4-ad7f-4406-b1c7-89ff4579b5af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat mudah di gunakan dan untuk mendapatkan informasi seluruh dki.,5,3,4.0.20,2026-05-26 14:21:21,Hi kak Tony . Terima kasih atas ulasannya. Jangan lupa untuk selalu gunakan aplikasi JAKI dalam keseharian kakak ya :) #NA,2026-05-29 09:18:55,4.0.20
e1e6e01d-0b25-4841-9875-46f5a3fccf9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sangat sulit untuk melaporkan padahal sudah sesuai prosedur foto dan keterangan sudah di isi sesuai dengan yg ingin di laporkan ketika ingin di kirim selalu buffering tidak bisa di kirim kuota aman, jaringan aman, bahkan sudah pakai Wi-Fi tapi tetap tidak bisa kirim laporan tolong di perbaiki Agar kami warga DKI dapat melaporkan atau menyampaikan suara kami terutama pada fitur kamera hanya bisa foto tidak fitur video",1,1,,2025-11-16 10:18:21,"Halo Kak Albab Ncek, untuk kendala yang kakak alami, kami membutuhkan informasi tambahan agar dapat dilakukan pengecekan oleh petugas. Kakak dapat menyebutkan kronologis masalah mengenai kendala yang dialami melalui email ke dki@jakarta.go.id. Terima kasih telah menggunakan JAKI, mohon maaf atas ketidaknyamanannya :) #KF",2025-11-17 10:17:41,
9beaf204-f887-4371-8717-04fb84b3d1f9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi gak guna cuma nyedot kuota doang pembodohan publik, tindakan lanjut laporan warga diduga fiktif usai menerima laporan petugas Satpol PP kelokasi hanya datang foto lalu pergi status dijaki selesai, kalau PPSU iya tindakannya nyata angkut sampah. kalau satpol pp datang foto selesai tanpa tindakan nyata.",1,0,,2026-07-20 14:16:24,"Hi Kak Diana , mohon maaf atas ketidaknyamanannya. Jika belum puas terhadap tindaklanjut petugas di lapangan, kakak dapat melapor kembali dengan melampirkan nomor laporan sebelumnya, dan kakak juga bisa melaporkan permasalahan tersebut melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #NAB",2026-07-20 16:13:40,
b086488d-4b59-4c5b-acfd-c4c61693c15a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong ditingkatkan untuk akurasi GPS nya, masa saya 2 kali lapor tapi pointer GPS nya jadi di jalan lain padahal GPS saya aktif. Bikin terjadi kesalahpahaman kalo begini ceritanya lama kelamaan 😞. Sama 1 lagi tolong tambahkan fitur buat menghapus atau mengedit laporan ketika salah input. Biar ga terjadi salah paham apabila ada kesalahan input pada kita pengguna.",2,56,1.2.5,2020-12-26 20:18:35,,,1.2.5
c6ef629d-23a4-4cfc-90db-0d263eba37a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apknya jelek banget udah berkali2 daftar tapi pas mau log in gak bisa terus,1,4,4.0.18,2026-03-05 10:41:41,"Halo Kak, untuk kendala yang kakak alami, kami membutuhkan informasi tambahan agar dapat dilakukan pengecekan oleh petugas agar bisa kami bantu registrasi nantinya. Kakak dapat menyebutkan kronologis mengenai kendala serta bukti foto melalui email ke dki@jakarta.go.id. Terima kasih telah menggunakan JAKI, mohon maaf atas ketidaknyamanannya :) #MK",2026-03-05 15:03:28,4.0.18
13d1402d-e87c-441b-97b3-f7fc422c1ca2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong tambahkan fitur bisa upload video atau foto dari galeri HP di laporan, agar videonya bisa disimpan di galeri HP plus bisa di upload si aplikasi",5,8,4.0.19,2026-04-12 06:58:44,"Hai Kak Muslim, kami selalu berusaha menjadikan JAKI lebih baik bagi pengguna kami. Terima kasih atas sarannya, hal ini sangat berarti bagi kami. Jangan lupa untuk selalu gunakan aplikasi JAKI dalam keseharian kakak ya :) #FF",2026-04-13 10:27:49,4.0.19
bf7aa124-9d22-45cf-91b2-c25039943394,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"membantu dan sangat efisien untuk laporan, dan sangat simple sekali aplikasinya",5,3,4.0.19,2026-03-31 10:37:31,Hi kak Denisz Nur Oktaviandra. Terima kasih atas ulasannya. Jangan lupa untuk selalu gunakan aplikasi JAKI dalam keseharian kakak ya :) #FF,2026-03-31 10:48:12,4.0.19
8dc3d0ab-7c7b-473c-b980-0d318ed61de8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sumpah ini keren banget!! baru kali ini aplikasi pemerintahan beneran cepat tanggap. gue laporin tetangga karena berisik bikin usaha di lingkungan padat penduduk. mengganggu ketentraman warga. langsung di tindak lanjut, disamperin orangnya. keren sih. lapor RT gak di gubris. langsung lapor Jaki diproses. terima kasih pemerintah. semoga tidak berubah ya kualitas nya. tetap cepat tanggap seperti ini. the best",5,6,4.0.18,2026-03-04 18:48:59,Halo Kak Mega Rossalia. Terima kasih atas ulasannya. Jangan lupa untuk selalu gunakan aplikasi JAKI dalam keseharian kakak ya :) #FAN,2026-03-05 10:07:30,4.0.18
84dd65c8-c5f5-4dcd-8008-d79b365c6d05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini yang kasih rating bintang 5 orang dalem semua apa gimana? Aplikasi bobrok gini aja, lu bayangin mau lapor darurat tapi muter muter, lemot, dan masih harus masukin kode CAPCHA like whaaaat???",1,3,4.0.19,2026-04-17 21:24:19,"Hi Kak, mohon maaf atas ketidaknyamanannya, saat ini sedang dilakukan peningkatan layanan di Aplikasi JAKI untuk meningkatkan pengalaman para pengguna, mohon dapat mengecek secara berkala, Terima kasih telah menggunakan JAKI :) #FF
",2026-04-20 08:34:15,4.0.19
